age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,label
43,6,2,3,0,3173,0,0,15,8,746,1,-1,0,1
42,9,2,2,0,2157,1,1,15,8,260,1,-1,0,0
44,4,1,2,0,1033,1,0,15,8,71,1,-1,0,0
40,7,1,1,0,4157,1,0,15,8,735,1,-1,0,0
57,4,1,1,0,3381,1,0,15,8,75,1,-1,0,0
42,9,2,1,0,1882,1,0,15,8,87,1,-1,0,0
58,7,1,1,0,0,1,0,15,8,183,5,-1,0,0
40,7,0,1,0,1927,1,0,15,8,62,1,-1,0,0
49,7,0,1,0,3649,1,1,15,8,150,1,-1,0,0
46,4,2,1,0,244,1,0,15,8,244,1,-1,0,0
54,9,0,1,0,1705,1,0,15,8,367,2,-1,0,0
60,2,1,2,0,1164,1,0,15,8,325,1,-1,0,0
42,1,1,1,0,9359,1,0,15,8,197,1,-1,0,0
43,1,1,0,0,1620,1,0,15,8,121,1,-1,0,0
41,6,1,1,0,149,1,0,15,8,27,1,-1,0,0
60,5,0,1,0,2479,1,1,15,8,157,1,-1,0,0
51,2,1,2,0,6659,1,1,15,8,203,1,-1,0,0
48,1,1,1,0,1913,1,0,15,8,115,1,-1,0,0
41,1,0,0,0,1563,1,0,15,8,112,1,-1,0,0
50,1,2,1,0,708,1,0,15,8,104,1,-1,0,0
41,1,1,0,0,1172,1,0,15,8,153,1,-1,0,0
60,5,1,1,0,2086,1,0,15,8,182,2,-1,0,0
54,1,1,1,0,524,1,0,15,8,55,1,-1,0,0
49,2,1,2,0,221,1,0,15,8,305,1,-1,0,0
47,4,1,0,0,52,1,1,15,8,140,1,-1,0,0
36,1,2,1,0,-175,1,0,15,8,180,2,-1,0,0
45,1,1,1,0,-149,1,0,15,8,644,2,-1,0,0
49,0,1,1,0,1530,1,0,15,8,173,1,-1,0,0
47,1,1,0,0,-100,1,0,15,8,374,1,-1,0,0
46,0,1,1,0,1934,0,1,15,8,240,1,-1,0,0
29,4,1,2,0,137,1,1,15,8,1088,2,-1,0,0
44,2,1,0,0,276,1,1,15,8,219,1,-1,0,0
52,1,0,0,0,1758,1,0,15,8,41,1,-1,0,0
33,1,2,1,0,49,1,0,15,8,558,6,-1,0,0
43,1,1,1,0,960,1,0,15,8,436,1,-1,0,0
45,1,1,0,0,959,1,0,15,8,463,1,-1,0,0
42,1,2,1,0,1306,1,0,15,8,265,1,-1,0,0
50,9,1,1,0,892,1,1,15,8,234,1,-1,0,0
58,9,1,1,0,5618,1,0,15,8,113,1,-1,0,0
50,1,1,3,0,605,1,0,15,8,200,1,-1,0,0
56,1,0,0,0,5041,1,0,15,8,158,1,-1,0,0
46,1,1,1,0,1004,1,0,15,8,34,1,-1,0,0
44,1,2,0,0,116,1,0,15,8,160,1,-1,0,0
52,0,1,1,0,225,1,0,15,8,167,1,-1,0,0
55,7,1,1,0,697,1,0,15,8,206,1,-1,0,0
44,1,1,0,0,2467,1,0,15,8,36,1,-1,0,0
46,7,1,1,0,523,0,0,15,8,504,3,-1,0,0
47,0,0,1,0,106,1,0,15,8,303,1,-1,0,0
40,1,0,1,0,793,1,0,15,8,109,1,-1,0,0
48,1,1,0,0,1757,1,0,15,8,90,1,-1,0,0
34,3,1,0,0,87,1,0,15,8,139,2,-1,0,0
46,1,0,1,0,1480,1,0,15,8,257,1,-1,0,0
43,10,1,0,0,960,1,1,15,8,241,2,-1,0,0
40,1,1,0,0,2651,1,0,15,8,94,1,-1,0,0
39,2,1,1,0,0,1,0,15,8,171,10,-1,0,0
57,5,1,0,0,3123,1,0,15,8,178,1,-1,0,0
54,1,1,0,0,950,1,0,15,8,285,2,-1,0,0
46,4,1,1,0,3714,1,0,15,8,86,1,-1,0,0
41,7,1,1,0,957,1,0,15,8,326,4,-1,0,0
47,7,1,1,0,3216,1,0,15,8,451,2,-1,0,0
40,1,1,1,0,8150,1,0,15,8,347,1,-1,0,0
50,1,1,0,0,2212,1,0,15,8,116,1,-1,0,0
40,1,1,0,0,409,1,0,15,8,191,1,-1,0,0
47,1,1,0,1,-1385,1,1,15,8,77,1,-1,0,0
57,5,0,2,0,2516,1,0,15,8,1036,1,-1,0,0
47,0,1,1,0,2354,1,0,15,8,303,1,-1,0,0
44,1,1,1,0,560,1,0,15,8,80,1,-1,0,0
47,1,1,1,0,5306,1,0,15,8,322,1,-1,0,0
53,2,1,1,0,111,1,0,15,8,750,2,-1,0,0
59,1,1,0,0,320,1,0,15,8,695,1,-1,0,1
40,2,1,1,0,0,1,1,15,8,435,1,-1,0,0
60,2,0,1,0,80,1,0,15,8,397,1,-1,0,0
45,2,1,0,0,1953,1,0,15,8,95,3,-1,0,0
57,1,1,1,0,2192,0,0,15,8,208,2,-1,0,0
45,1,1,0,0,1992,1,0,15,8,163,1,-1,0,0
44,1,1,3,0,146,1,0,15,8,483,1,-1,0,1
21,7,1,1,0,0,1,1,15,8,168,5,-1,0,0
42,4,2,2,0,2124,1,0,15,8,161,3,-1,0,0
30,1,1,1,0,2,1,0,15,8,1000,1,-1,0,0
57,2,1,1,0,1037,1,1,15,8,112,1,-1,0,0
53,0,0,1,0,-394,1,0,15,8,599,2,-1,0,0
51,4,2,2,0,6510,0,0,15,8,30,1,-1,0,0
53,9,1,2,0,4323,1,0,15,8,58,5,-1,0,0
54,9,1,2,0,4582,1,0,15,8,165,1,-1,0,0
44,4,1,2,0,2400,1,0,15,8,74,1,-1,0,0
56,5,1,1,0,1678,1,0,15,8,79,1,-1,0,0
46,9,0,2,0,405,1,0,15,8,231,1,-1,0,0
45,9,1,1,0,3583,1,0,15,8,191,1,-1,0,0
42,1,1,0,0,666,1,0,15,8,202,3,-1,0,0
49,0,2,1,0,716,1,0,15,8,1257,3,-1,0,1
56,5,1,1,0,344,1,0,15,8,221,1,-1,0,0
44,1,2,1,0,641,0,0,15,8,257,1,-1,0,0
54,2,1,1,0,653,1,0,15,8,352,1,-1,0,0
51,6,0,1,0,154,1,0,15,8,285,1,-1,0,0
49,1,2,0,0,3018,1,0,15,8,93,1,-1,0,0
45,0,0,1,0,660,1,0,15,8,71,2,-1,0,0
58,5,1,2,0,2577,1,1,15,8,290,3,-1,0,0
53,1,1,3,0,2785,1,0,15,8,1165,1,-1,0,0
42,9,1,1,0,1865,1,0,15,8,164,1,-1,0,0
49,11,1,0,0,341,1,1,15,8,520,2,-1,0,1
53,0,2,1,0,1178,1,0,15,8,295,2,-1,0,0
50,7,2,1,0,516,1,0,15,8,187,1,-1,0,0
53,2,1,2,0,22370,1,0,15,8,106,1,-1,0,0
26,1,1,1,0,800,1,0,15,8,219,1,-1,0,0
46,4,1,2,0,1217,1,0,15,8,236,1,-1,0,0
45,7,1,1,0,9077,1,0,15,8,139,1,-1,0,0
50,2,1,0,0,461,1,0,15,8,651,32,-1,0,1
42,1,1,1,0,597,1,0,15,8,124,1,-1,0,0
42,4,1,2,0,9,1,0,15,8,98,3,-1,0,0
54,7,1,3,0,7864,1,0,15,8,145,4,-1,0,0
60,5,1,2,0,1224,1,0,15,8,120,1,-1,0,0
49,1,2,0,0,2623,1,0,15,8,291,2,-1,0,0
40,2,1,0,0,3676,1,1,15,8,101,1,-1,0,0
45,1,1,1,0,953,1,0,15,8,417,3,-1,0,0
40,1,1,0,0,1061,1,0,15,8,191,4,-1,0,0
60,0,0,1,0,3020,1,0,15,8,131,1,-1,0,0
42,1,1,0,0,3405,1,0,15,8,221,2,-1,0,0
60,5,1,1,0,0,1,0,15,8,229,1,-1,0,0
60,5,1,1,0,-208,1,0,15,8,104,1,-1,0,0
41,1,1,0,0,849,1,0,15,8,72,1,-1,0,0
60,1,1,0,0,3820,0,0,15,8,186,1,-1,0,0
23,9,2,1,0,76,1,0,15,8,23,1,-1,0,0
46,1,1,0,0,346,1,0,15,8,402,1,-1,0,0
44,7,1,1,0,-22,1,0,15,8,37,1,-1,0,0
29,1,2,1,0,874,1,0,15,8,68,5,-1,0,0
34,1,1,1,0,298,1,0,15,8,182,1,-1,0,0
59,7,1,1,0,7475,0,0,15,8,587,1,-1,0,0
50,4,1,2,0,101,1,0,15,8,348,1,-1,0,0
60,0,1,3,0,2667,1,0,15,8,140,1,-1,0,0
49,1,1,1,0,2219,1,0,15,8,51,2,-1,0,0
55,1,1,0,0,158,1,0,15,8,176,18,-1,0,0
54,1,1,0,0,2933,1,0,15,8,144,2,-1,0,0
42,1,1,0,0,-181,1,0,15,8,297,3,-1,0,0
60,1,1,0,0,5788,1,0,15,8,203,2,-1,0,0
47,7,1,1,0,2796,1,0,15,8,57,2,-1,0,0
41,4,1,1,0,6526,0,0,15,8,334,3,-1,0,0
47,0,2,2,0,1192,1,0,15,8,217,2,-1,0,0
41,9,1,1,0,665,1,0,15,8,74,1,-1,0,0
57,5,1,1,0,703,1,0,15,8,405,2,-1,0,0
53,4,1,2,0,4928,1,0,15,8,738,7,-1,0,0
44,1,1,1,0,1786,1,0,15,8,452,2,-1,0,0
35,2,2,2,0,-68,1,1,15,8,203,4,-1,0,0
41,3,1,2,0,38,1,0,15,8,230,7,-1,0,0
28,8,2,1,0,0,1,0,15,8,133,3,-1,0,0
55,0,1,1,0,1105,1,1,15,8,94,1,-1,0,0
55,0,1,1,0,9039,1,0,15,8,187,6,-1,0,0
40,7,1,0,0,-9,1,0,15,8,920,2,-1,0,1
35,4,1,2,0,6,1,1,15,8,136,1,-1,0,0
58,4,0,2,0,577,0,0,15,8,1244,3,-1,0,0
25,4,2,2,0,6,1,1,15,8,225,1,-1,0,0
43,9,1,1,0,78,1,0,15,8,80,1,-1,0,0
29,7,2,1,0,20,1,0,15,8,431,1,-1,0,0
46,1,2,0,0,87,0,0,15,8,78,1,-1,0,0
41,0,1,0,0,-306,1,0,15,8,500,1,-1,0,1
60,5,1,3,0,79,1,0,15,8,301,1,-1,0,0
47,1,1,0,0,0,1,0,15,8,30,1,-1,0,0
60,5,1,0,0,751,1,0,15,8,133,1,-1,0,0
33,1,1,0,0,0,1,0,15,8,270,1,-1,0,0
34,0,2,1,0,1704,1,0,15,8,218,2,-1,0,0
57,0,1,3,0,0,1,0,15,8,215,2,-1,0,0
42,7,1,3,0,8,1,0,15,8,299,1,-1,0,0
47,1,1,1,0,39,1,0,15,8,160,1,-1,0,0
33,9,0,0,0,20,1,0,15,8,172,4,-1,0,0
43,9,2,1,0,293,1,0,15,8,49,1,-1,0,0
40,4,2,2,0,157,1,0,15,8,68,2,-1,0,0
35,1,2,1,0,487,1,0,15,8,117,1,-1,0,0
26,9,2,2,0,192,1,0,15,8,477,1,-1,0,0
53,1,1,1,0,136,1,0,15,8,99,1,-1,0,0
55,1,1,1,0,1328,1,0,15,8,100,1,-1,0,0
46,4,1,2,0,1038,1,1,15,8,200,3,-1,0,0
24,7,1,1,0,51,1,1,15,8,187,2,-1,0,0
47,1,1,1,0,3008,1,1,15,8,236,3,-1,0,0
41,1,1,1,1,-204,1,0,15,8,50,7,-1,0,0
55,7,0,0,0,2923,1,0,15,8,104,2,-1,0,0
32,1,1,1,0,231,1,0,15,8,51,10,-1,0,0
30,9,1,2,0,-256,1,0,15,8,51,5,-1,0,0
54,7,0,0,0,234,1,0,15,8,140,3,-1,0,0
41,9,1,1,0,288,1,0,15,8,221,4,-1,0,0
42,4,2,2,0,1146,1,0,15,8,98,2,-1,0,0
43,1,1,1,0,3060,1,0,15,8,253,2,-1,0,0
54,0,1,3,0,907,1,0,15,8,71,1,-1,0,0
56,4,1,2,0,334,1,0,15,8,127,2,-1,0,0
54,6,0,1,0,1374,1,0,15,8,74,2,-1,0,0
30,1,1,0,0,124,1,0,15,8,126,4,-1,0,0
53,5,1,2,0,74,1,0,15,8,122,1,-1,0,0
45,4,1,2,0,1363,1,0,15,8,657,5,-1,0,0
41,1,1,1,0,680,1,0,15,8,173,2,-1,0,0
28,1,1,1,0,86,1,1,15,8,918,1,-1,0,0
58,0,0,1,0,1713,0,0,15,8,544,2,-1,0,0
57,7,1,0,0,3990,1,0,15,8,309,2,-1,0,0
54,0,1,3,0,3965,1,0,15,8,138,2,-1,0,0
39,10,0,1,0,193,1,0,15,8,73,1,-1,0,0
41,4,1,2,0,6060,1,0,15,8,71,2,-1,0,0
60,7,1,3,0,132,1,0,15,8,29,1,-1,0,0
42,4,1,2,0,1323,1,1,15,8,193,5,-1,0,0
47,1,1,1,0,3237,1,0,15,8,198,3,-1,0,0
41,2,0,2,0,252,0,0,15,8,57,2,-1,0,0
46,1,1,1,0,84,1,0,15,8,49,1,-1,0,0
45,4,2,2,0,0,1,0,15,8,197,4,-1,0,0
48,7,2,0,0,848,1,0,15,8,98,1,-1,0,0
57,7,1,1,0,84,1,0,15,8,59,1,-1,0,0
54,1,0,0,0,190,1,0,15,8,196,2,-1,0,0
30,9,1,1,0,1534,1,1,15,8,243,1,-1,0,0
41,4,2,2,0,1278,1,0,15,8,344,2,-1,0,0
46,1,1,0,0,252,1,0,15,8,570,2,-1,0,0
35,1,2,0,0,1215,1,0,15,8,597,1,-1,0,0
28,1,2,0,0,-457,1,0,15,8,43,9,-1,0,0
58,4,0,2,0,347,0,0,15,8,525,1,-1,0,0
35,9,0,2,0,0,1,0,15,8,759,1,-1,0,0
25,9,2,2,0,468,1,0,15,8,147,1,-1,0,0
56,9,1,1,0,28,1,0,15,8,236,1,-1,0,0
41,7,2,1,0,323,1,0,15,8,122,6,-1,0,0
44,4,1,1,0,38,1,0,15,8,152,2,-1,0,0
36,10,1,1,1,-318,1,0,15,8,133,2,-1,0,0
41,7,1,1,0,714,1,1,15,8,504,5,-1,0,0
58,6,1,1,0,0,1,0,15,8,272,9,-1,0,0
46,1,1,1,0,536,1,0,15,8,164,2,-1,0,0
42,7,1,1,0,1048,1,0,15,8,51,1,-1,0,0
58,9,1,3,0,49,1,0,15,8,75,2,-1,0,0
53,0,1,1,0,-197,1,1,15,8,178,1,-1,0,0
51,1,1,1,0,1779,1,0,15,8,99,2,-1,0,0
38,3,1,1,0,1372,1,1,15,8,224,1,-1,0,0
54,1,1,0,0,24,1,0,15,8,34,1,-1,0,0
46,6,2,2,0,1934,1,0,15,8,236,3,-1,0,0
39,4,0,2,0,9541,0,0,15,8,815,1,-1,0,0
22,8,2,1,0,364,1,0,15,8,282,1,-1,0,0
47,0,0,0,0,357,1,1,15,8,134,1,-1,0,0
34,7,0,1,0,202,1,0,15,8,318,1,-1,0,0
42,0,1,1,0,281,1,0,15,8,118,1,-1,0,0
44,9,1,2,0,4580,1,0,15,8,911,2,-1,0,1
45,7,1,1,0,4060,1,0,15,8,238,1,-1,0,0
38,0,1,1,0,0,1,0,15,8,225,1,-1,0,0
46,1,1,0,0,1114,1,0,15,8,490,3,-1,0,0
34,9,1,1,0,4,1,0,15,8,644,1,-1,0,0
41,9,0,1,0,536,1,0,15,8,76,3,-1,0,0
27,1,2,0,0,431,1,0,15,8,286,2,-1,0,0
56,10,1,1,0,2552,1,0,15,8,176,2,-1,0,0
43,4,1,2,0,8016,1,0,15,8,422,3,-1,0,0
34,4,1,3,1,-353,1,0,15,8,328,1,-1,0,0
25,8,2,1,0,1139,1,0,15,8,22,3,-1,0,0
35,10,1,0,0,494,1,0,15,8,71,4,-1,0,0
46,2,1,3,0,676,1,1,15,8,106,3,-1,0,0
32,0,2,1,0,287,0,0,15,8,465,3,-1,0,0
55,9,1,1,0,741,1,0,15,8,973,2,-1,0,0
40,5,1,1,0,1842,0,0,15,8,56,1,-1,0,0
43,4,1,2,0,4004,1,0,15,8,190,2,-1,0,0
41,2,1,2,0,102,0,0,15,8,323,1,-1,0,0
33,1,2,0,0,279,1,0,15,8,113,1,-1,0,0
32,4,2,1,0,6,1,0,15,8,228,1,-1,0,0
39,9,1,0,0,644,1,0,15,8,110,1,-1,0,0
42,4,0,2,0,497,0,0,15,8,84,22,-1,0,0
33,9,2,1,0,402,1,1,15,8,59,1,-1,0,0
32,7,1,1,0,401,1,0,15,8,294,2,-1,0,0
46,0,1,0,0,31,1,0,15,8,144,1,-1,0,0
42,1,1,1,0,-628,1,1,15,8,251,1,-1,0,0
39,0,1,1,0,598,1,0,15,8,444,1,-1,0,0
43,1,0,0,0,92,1,0,15,8,237,2,-1,0,0
33,4,2,2,0,-625,1,0,15,8,399,1,-1,0,0
59,4,1,2,0,2319,1,0,15,8,132,32,-1,0,0
48,2,1,2,0,981,1,0,15,8,995,2,-1,0,0
31,1,1,0,0,605,1,0,15,8,334,10,-1,0,0
47,4,0,2,0,10399,1,0,15,8,59,2,-1,0,0
54,9,0,1,0,784,1,1,15,8,579,1,-1,0,0
48,1,1,0,0,680,1,0,15,8,387,4,-1,0,0
33,4,0,2,0,893,1,0,15,8,279,9,-1,0,0
27,7,1,1,0,94,1,0,15,8,352,2,-1,0,0
47,0,1,1,0,257,1,0,15,8,484,11,-1,0,0
56,1,2,0,0,739,1,0,15,8,95,1,-1,0,0
26,9,2,1,0,2,1,1,15,8,461,1,-1,0,0
55,4,1,3,1,-171,1,0,15,8,30,2,-1,0,0
33,1,1,1,0,217,1,0,15,8,561,1,-1,0,0
52,1,1,3,0,826,1,0,15,8,468,2,-1,0,0
60,7,2,0,0,313,1,0,15,8,920,2,-1,0,1
50,4,1,2,0,106,1,0,15,8,388,2,-1,0,0
43,1,1,1,0,4520,1,0,15,8,100,4,-1,0,0
29,4,1,2,0,10576,0,0,15,8,1224,2,-1,0,1
54,4,1,0,0,366,1,0,15,8,589,1,-1,0,0
30,0,0,1,0,370,1,0,15,8,160,1,-1,0,0
50,4,1,2,0,4904,1,0,15,8,438,2,-1,0,0
48,9,1,1,0,0,1,1,15,8,964,2,-1,0,0
55,7,0,1,0,72,1,1,15,8,384,4,-1,0,0
56,3,0,1,0,0,0,0,15,8,103,1,-1,0,0
48,4,1,3,0,1103,1,0,15,8,52,1,-1,0,0
36,1,2,1,0,1392,1,0,15,8,205,2,-1,0,0
41,5,0,0,0,-233,1,0,15,8,1156,2,-1,0,1
30,4,2,2,0,78,1,0,15,8,73,2,-1,0,0
59,4,2,1,0,671,1,1,15,8,157,5,-1,0,0
27,1,2,1,0,228,1,1,15,8,186,5,-1,0,0
55,11,1,3,0,666,0,0,15,8,73,5,-1,0,0
45,7,1,1,0,520,1,0,15,8,714,4,-1,0,0
58,1,1,0,0,3501,1,0,15,8,544,3,-1,0,0
44,9,1,1,0,185,1,0,15,8,194,2,-1,0,0
43,1,1,0,0,108,1,1,15,8,420,4,-1,0,0
59,5,1,0,0,1423,1,0,15,8,584,2,-1,0,0
41,1,1,0,0,2453,1,0,15,8,1052,1,-1,0,1
43,3,1,0,0,18,1,1,15,8,192,3,-1,0,0
49,7,2,1,0,3061,1,0,15,8,155,2,-1,0,0
44,1,1,0,0,0,1,0,15,8,226,6,-1,0,0
48,1,1,0,0,559,1,0,15,8,1231,2,-1,0,0
40,1,1,0,0,902,1,0,15,8,619,4,-1,0,0
43,1,2,1,0,421,1,0,15,8,298,3,-1,0,0
26,1,1,0,0,500,1,0,15,8,21,6,-1,0,0
46,1,1,1,0,756,1,0,15,8,401,7,-1,0,0
58,1,1,1,0,288,1,0,15,8,404,7,-1,0,0
53,1,1,1,0,1140,1,0,15,8,241,32,-1,0,0
56,7,1,1,0,2658,1,0,15,8,302,1,-1,0,0
43,1,1,0,0,632,1,0,15,8,440,2,-1,0,0
36,1,2,0,0,263,1,0,15,8,172,2,-1,0,0
34,1,1,3,0,-17,1,0,15,8,319,7,-1,0,0
51,1,1,1,0,701,1,0,15,8,1051,3,-1,0,0
51,1,1,0,0,4497,1,0,15,8,276,3,-1,0,0
45,1,1,0,0,810,1,0,15,8,213,4,-1,0,0
54,1,1,0,0,-219,1,0,15,8,276,4,-1,0,0
42,0,1,1,0,679,1,0,15,8,194,2,-1,0,0
53,7,1,1,0,2925,1,0,15,8,1392,4,-1,0,0
35,6,2,0,0,181,1,0,15,8,19,8,-1,0,0
49,4,1,2,0,3840,1,0,15,8,146,4,-1,0,0
55,9,1,1,0,2014,1,1,15,8,253,2,-1,0,0
31,9,2,1,0,1819,1,0,15,8,226,2,-1,0,0
52,1,1,1,0,665,1,0,15,8,57,4,-1,0,0
50,3,1,0,0,395,1,0,15,8,419,2,-1,0,0
32,7,1,1,0,55,1,0,15,8,546,9,-1,0,0
34,1,1,1,0,326,1,1,15,8,150,2,-1,0,0
42,9,2,1,0,1364,1,0,15,8,1867,6,-1,0,1
33,4,2,1,1,-174,1,0,15,8,156,5,-1,0,0
43,4,1,2,0,5670,1,0,15,8,184,2,-1,0,0
31,1,0,1,0,1125,0,1,15,8,548,1,-1,0,0
25,1,2,1,0,0,1,0,15,8,244,2,-1,0,0
49,9,1,1,0,3657,1,0,15,8,328,4,-1,0,0
56,0,1,1,0,2256,1,0,15,8,171,2,-1,0,0
43,1,1,0,0,778,1,1,15,8,284,5,-1,0,0
41,1,1,1,0,59,1,0,15,8,75,8,-1,0,0
46,1,1,1,0,668,1,0,15,8,1263,2,-1,0,1
60,5,2,2,0,7440,1,0,15,8,92,3,-1,0,0
48,1,1,0,0,1001,1,0,15,8,422,2,-1,0,0
57,0,0,0,0,1,0,0,15,8,17,10,-1,0,0
42,1,1,0,0,1320,0,0,15,8,301,4,-1,0,0
50,1,1,1,0,1604,1,0,15,8,267,5,-1,0,0
36,4,1,2,0,900,1,0,15,8,475,2,-1,0,0
44,4,1,1,0,2984,1,0,15,8,770,2,-1,0,0
40,1,1,0,0,2562,1,0,15,8,487,4,-1,0,0
55,0,1,1,0,1102,1,0,15,8,126,2,-1,0,0
24,1,2,0,0,758,1,0,15,8,129,1,-1,0,0
52,1,1,0,0,1079,1,0,15,8,257,7,-1,0,0
49,7,1,1,0,2201,1,0,15,8,233,3,-1,0,0
30,7,1,1,0,271,1,0,15,8,365,1,-1,0,0
32,7,2,1,0,772,1,0,15,8,697,3,-1,0,1
46,9,0,1,0,435,1,0,15,8,192,3,-1,0,0
36,1,1,1,0,412,1,0,15,8,244,2,-1,0,0
44,9,0,1,0,809,1,0,15,8,118,4,-1,0,0
48,1,1,0,0,575,0,0,15,8,101,3,-1,0,0
49,9,1,1,0,3033,0,0,15,8,125,5,-1,0,0
44,1,1,0,0,412,1,0,15,8,56,13,-1,0,0
23,7,2,1,0,496,1,0,15,8,430,2,-1,0,0
45,1,0,0,0,749,1,0,15,8,242,6,-1,0,0
54,4,2,2,0,1439,1,0,15,8,809,3,-1,0,0
43,4,1,2,0,2767,1,0,15,8,317,7,-1,0,0
44,1,1,0,0,140,1,0,15,8,7,9,-1,0,0
52,1,1,0,0,4015,1,0,15,8,493,2,-1,0,0
37,1,1,1,0,77,1,0,15,8,381,7,-1,0,0
53,4,2,2,0,1074,1,0,15,8,523,2,-1,0,0
31,1,1,1,0,-720,1,1,15,8,112,2,-1,0,0
56,1,1,0,0,690,1,0,15,8,309,2,-1,0,0
40,4,1,0,0,1231,1,1,15,8,184,2,-1,0,0
58,4,1,2,0,714,1,0,15,8,850,6,-1,0,0
42,1,1,0,0,1742,1,0,15,8,420,2,-1,0,0
59,5,0,1,0,337,1,0,15,8,118,4,-1,0,0
45,9,1,1,0,-237,1,1,15,8,71,3,-1,0,0
53,0,1,1,0,1739,1,0,15,8,103,3,-1,0,0
55,9,1,2,0,874,1,0,15,8,314,11,-1,0,0
60,0,1,1,0,1880,1,0,15,8,196,4,-1,0,0
48,2,1,0,0,3705,1,0,15,8,151,2,-1,0,0
43,9,2,1,0,1195,1,0,15,8,516,9,-1,0,0
47,9,1,1,0,2781,1,0,15,8,855,4,-1,0,0
33,1,1,1,0,175,1,0,15,8,392,2,-1,0,0
37,7,1,1,0,1,0,0,15,8,395,2,-1,0,0
60,4,0,0,0,38,1,0,15,8,78,4,-1,0,0
52,1,1,1,0,2206,1,0,15,8,875,5,-1,0,0
31,0,2,1,0,358,1,0,15,8,124,2,-1,0,0
31,10,2,0,0,0,1,0,15,8,24,18,-1,0,0
53,9,1,1,0,4541,1,0,15,8,190,6,-1,0,0
45,1,1,1,0,120,1,1,15,8,53,3,-1,0,0
56,1,1,1,0,-382,1,0,15,8,278,4,-1,0,0
36,9,1,1,0,146,1,1,15,8,284,2,-1,0,0
40,7,1,1,0,574,1,0,15,8,68,3,-1,0,0
42,1,1,0,0,2519,1,0,15,8,262,4,-1,0,0
52,0,1,1,0,395,1,0,15,8,391,3,-1,0,0
46,6,0,2,0,8717,1,0,15,8,343,5,-1,0,0
59,0,0,1,0,975,1,0,15,8,263,4,-1,0,0
41,9,1,1,0,768,1,0,15,8,214,4,-1,0,0
61,5,1,1,0,280,1,0,15,8,88,3,-1,0,0
57,4,1,2,0,388,0,1,15,8,262,4,-1,0,0
32,0,2,1,0,289,0,0,15,8,255,12,-1,0,0
55,4,2,2,0,1092,1,1,15,8,202,4,-1,0,0
54,4,1,1,0,1394,1,0,15,8,438,5,-1,0,0
55,7,1,1,0,151,1,0,15,8,88,2,-1,0,0
31,0,1,3,0,-295,1,0,15,8,311,3,-1,0,0
43,1,1,0,0,7727,1,0,15,8,302,8,-1,0,0
49,5,1,3,0,247,0,0,15,8,213,2,-1,0,0
31,1,2,1,0,33,1,0,15,8,214,4,-1,0,0
34,1,1,1,0,452,1,0,15,8,90,3,-1,0,0
31,4,2,2,0,635,1,0,15,8,293,2,-1,0,0
23,7,2,1,0,75,1,0,15,8,448,4,-1,0,0
35,9,2,2,0,1455,1,0,15,8,70,6,-1,0,0
43,1,1,0,0,2605,1,0,15,8,347,4,-1,0,0
31,9,2,2,0,56,0,0,15,8,320,3,-1,0,0
45,9,1,1,0,89,1,0,15,8,175,2,-1,0,0
29,9,1,1,0,84,1,0,15,8,222,12,-1,0,0
27,9,1,1,0,7,1,0,15,8,98,2,-1,0,0
52,1,1,0,0,238,1,0,15,8,734,5,-1,0,0
58,4,1,2,0,2360,0,0,15,8,177,3,-1,0,0
39,1,2,0,0,-21,0,0,15,8,121,3,-1,0,0
52,9,0,1,0,409,1,0,15,8,73,7,-1,0,0
60,5,1,0,0,894,1,0,15,8,65,7,-1,0,0
52,7,1,1,0,108,1,0,15,8,543,12,-1,0,0
45,0,1,1,0,805,1,0,15,8,186,3,-1,0,0
58,1,1,0,0,2547,0,0,15,8,174,4,-1,0,0
56,2,1,2,0,-124,1,0,15,8,374,5,-1,0,0
51,1,1,1,0,1414,1,0,15,8,241,2,-1,0,0
50,1,1,1,0,6258,1,0,15,8,139,7,-1,0,0
39,6,1,2,0,-176,1,0,15,8,156,13,-1,0,0
58,4,0,2,0,1533,0,0,15,8,137,2,-1,0,0
51,6,2,1,0,1640,1,0,15,8,67,4,-1,0,0
45,1,1,0,0,91,1,0,15,8,239,2,-1,0,0
41,4,2,2,0,480,1,0,15,8,178,2,-1,0,0
28,1,2,0,0,643,1,0,15,8,297,1,-1,0,0
51,1,1,3,0,2547,1,0,15,8,491,2,-1,0,0
45,1,1,3,0,110,1,0,15,8,377,4,-1,0,0
46,0,1,1,0,35,0,0,16,8,84,2,-1,0,0
43,4,2,1,0,-228,1,1,16,8,122,2,-1,0,0
53,5,1,1,0,1139,1,0,16,8,107,6,-1,0,0
50,0,0,1,0,1332,1,0,16,8,95,3,-1,0,0
55,9,1,1,0,0,1,0,16,8,248,3,-1,0,0
52,1,1,0,0,779,1,0,16,8,30,3,-1,0,0
53,0,1,0,0,228,1,0,16,8,97,1,-1,0,0
51,1,1,1,0,22,1,0,16,8,336,2,-1,0,0
31,0,2,1,0,0,1,0,16,8,28,4,-1,0,0
41,9,2,1,0,2919,1,0,16,8,329,3,-1,0,0
39,1,1,0,0,186,1,0,16,8,208,3,-1,0,0
60,4,0,1,0,773,1,1,16,8,597,22,-1,0,0
39,9,1,3,0,880,1,0,16,8,29,1,-1,0,0
41,4,1,1,0,218,1,0,16,8,247,1,-1,0,0
36,1,1,1,0,512,1,0,16,8,343,1,-1,0,0
